MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8.1,Unnamed: 9.1,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15.1,Unnamed: 16.1,Unnamed: 8,Unnamed: 9,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
337,0,0,5.491758052419816,2.229319312303328,gaussian,0.7636452614516378,0.2857531420549219,,,,,,,,,,,,,,-2.559497325597933e-06,-8.642744993108259e-05,5e-08,5e-08,0.0022554929066666667,76.73059840142798,76.73059840142798,-9.854258655819183e-05,-1.1310546632322176e-05,5e-08,5e-08
338,0,0,4.824028367377645,3.821752442050441,gaussian,0.7479338136914478,0.3583165463815429,,,,,,,,,,,,,,5.084065882905658e-06,-3.017094001608837e-05,5e-08,5e-08,0.0022554929066666667,68.36529920071399,68.36529920071399,-5.336626444552737e-05,-7.3202495931623995e-06,5e-08,5e-08
339,0,0,4.154030032618049,0.9296424753931346,gaussian,0.7562512385051011,0.2684017111739144,,,,,,,,,,,,,,-1.1707714172644541e-06,2.5002533784649255e-05,5e-08,5e-08,0.0022554929066666667,60.0,60.0,1.9280529352661533e-06,-6.742916329955561e-06,5e-08,5e-08
340,0,0,0.525664707170647,2.108378318306785,gaussian,0.7856136494676143,0.2675424340157927,,,,,,,,,,,,,,-6.6397969904346234e-06,4.9774524102383605e-05,5e-08,5e-08,0.0022554929066666667,51.63470079928604,51.63470079928604,3.3215816848554684e-05,-1.1782454890829194e-05,5e-08,5e-08
341,0,0,1.447347227688273,3.246752419217607,gaussian,0.7971299243836969,0.2903014657595678,,,,,,,,,,,,,,-2.6233914434236195e-06,9.822000755604504e-05,5e-08,5e-08,0.0022554929066666667,43.269401598572045,43.269401598572045,1.682852357380355e-05,-0.00011034857822953926,5e-08,5e-08
342,0,0,5.251572002393196,2.563848963347369,gaussian,0.8466274373683695,0.2658603072083275,,,,,,,,,,,,,,9.055791171565428e-06,3.271387007263482e-05,5e-08,5e-08,0.0022554929066666667,34.90410239785798,34.90410239785798,5.466147822006793e-06,-4.04037831326753e-05,5e-08,5e-08
343,0,0,3.484495084883161,2.460124572717412,gaussian,0.7352964652757117,0.2790638949335292,,,,,,,,,,,,,,-6.275008537447922e-07,-5.232493830822599e-06,5e-08,5e-08,0.0024684620533333332,85.14921397944849,85.14921397944849,-1.2824291655316576e-06,3.1919989259886726e-05,5e-08,5e-08
344,0,0,2.491838419035729,3.60006173921041,gaussian,0.7099526949024944,0.3541629291069986,,,,,,,,,,,,,,-1.660290145218422e-06,-7.434382274639807e-05,5e-08,5e-08,0.0024684620533333332,76.76614265296564,76.76614265296564,-6.517402252773044e-05,8.66964827108432e-05,5e-08,5e-08
345,0,0,2.324696159318544,1.812607780124813,gaussian,0.7845548561974529,0.3422769034173728,,,,,,,,,,,,,,7.084805939431045e-07,-7.470954314956682e-05,5e-08,5e-08,0.0024684620533333332,68.38307132648285,68.38307132648285,-7.959410652708873e-05,5.5860606868568104e-05,5e-08,5e-08
346,0,0,4.82274218077151,2.22288463439603,gaussian,0.679621066226882,0.2598337012172265,,,,,,,,,,,,,,-3.841884096878272e-06,2.6810222257002017e-05,5e-08,5e-08,0.0024684620533333332,59.99999999999997,59.99999999999997,-2.970581836119607e-05,-5.8617889183153185e-05,5e-08,5e-08
347,0,0,1.837249822643333,4.813346466077223,gaussian,0.7200708758914994,0.2860578652541279,,,,,,,,,,,,,,-4.232352189099364e-06,2.610491147738311e-05,5e-08,5e-08,0.0024684620533333332,51.61692867351721,51.61692867351721,7.473528968325416e-06,-1.3584245144730562e-06,5e-08,5e-08
348,0,0,2.122412768957402,7.541930838594739,gaussian,0.8358932994198568,0.3026293382378643,,,,,,,,,,,,,,-9.297511980962407e-06,7.458633557930316e-05,5e-08,5e-08,0.0024684620533333332,43.23385734703436,43.23385734703436,9.427291762935107e-05,-2.3610737980378304e-06,5e-08,5e-08
349,0,0,4.432917273608312,3.352924582366422,gaussian,0.7540571619696446,0.2719267410100754,,,,,,,,,,,,,,6.694412614087557e-07,6.179993412681122e-05,5e-08,5e-08,0.0024684620533333332,34.85078602055157,34.85078602055157,3.794710774043981e-05,-5.138282090378335e-05,5e-08,5e-08
350,0,0,3.177637755094229,2.789461699029147,gaussian,0.8213273927117728,0.3191746139801209,,,,,,,,,,,,,,-6.240573834110677e-06,-2.092360896984617e-05,5e-08,5e-08,0.0022760520066666665,85.71847576307192,85.71847576307192,-2.364902499496436e-05,-1.1444579931247192e-05,5e-08,5e-08
351,0,0,3.170643955709887,4.877301356493151,gaussian,0.8834453070260565,0.2896018361261068,,,,,,,,,,,,,,-7.945859469099153e-06,-6.762196349199693e-05,5e-08,5e-08,0.0022760520066666665,78.37033983076563,78.37033983076563,-6.524595719114162e-05,7.092656000713755e-05,5e-08,5e-08
352,0,0,3.193601685810208,3.719839694892195,gaussian,0.6173366000268652,0.2819766742549242,,,,,,,,,,,,,,2.774047243360175e-06,-5.936417729711018e-05,5e-08,5e-08,0.0022760520066666665,71.02220389845937,71.02220389845937,-7.331206207416726e-05,3.8459980112541385e-05,5e-08,5e-08
353,0,0,2.929486180693429,4.650029459572858,gaussian,0.9124597611935352,0.240019145695634,,,,,,,,,,,,,,4.448832266131676e-06,-2.7479623199262502e-05,5e-08,5e-08,0.0022760520066666665,63.67406796615316,63.67406796615316,-6.435954880920685e-05,-6.786366877158938e-06,5e-08,5e-08
354,0,0,5.897964294088231,5.462540588509343,gaussian,0.8414515188453491,0.2656095186574079,,,,,,,,,,,,,,9.326911795223329e-06,1.6832054919264944e-05,5e-08,5e-08,0.0022760520066666665,56.32593203384687,56.32593203384687,-1.3012390398832912e-05,-1.5415873268547663e-06,5e-08,5e-08
355,0,0,3.848986086641653,4.953963732793875,gaussian,0.7156079404436915,0.3197071922631972,,,,,,,,,,,,,,4.963031296959594e-07,8.589711406167728e-05,5e-08,5e-08,0.0022760520066666665,48.97779610154063,48.97779610154063,3.936886224078499e-05,-5.259311781500638e-05,5e-08,5e-08
356,0,0,4.184462188319494,2.049178941517898,gaussian,0.8318954969412987,0.3234252197521115,,,,,,,,,,,,,,3.005258290916319e-06,0.00011493868582182173,5e-08,5e-08,0.0022760520066666665,41.62966016923434,41.62966016923434,6.02950796309756e-05,-8.714607439666405e-05,5e-08,5e-08
357,0,0,4.688879856447519,4.588683729896321,gaussian,0.6869001127038709,0.3067356754363124,,,,,,,,,,,,,,2.5798603461975798e-06,7.948673248793481e-05,5e-08,5e-08,0.0022760520066666665,34.28152423692809,34.28152423692809,2.0596954721441634e-05,-8.109466135470476e-05,5e-08,5e-08
358,0,0,3.768491780586365,1.761365080429057,gaussian,0.8150808854536383,0.3059033773971397,,,,,,,,,,,,,,7.826448429623783e-06,5.0450050533189236e-06,5e-08,5e-08,0.0024343357733333337,85.75719081890182,85.75719081890182,7.13419975296247e-07,1.4209534203257641e-05,5e-08,5e-08
359,0,0,4.235905074766678,3.195753030628349,gaussian,0.8390835856767407,0.2739570856757781,,,,,,,,,,,,,,8.71585595019677e-06,-5.911883975392612e-05,5e-08,5e-08,0.0024343357733333337,78.39799344207273,78.39799344207273,-7.771872173459959e-05,-1.1352854265434313e-05,5e-08,5e-08
360,0,0,0.8492790579255982,5.713469928918278,gaussian,0.6740896680445457,0.2959686704712703,,,,,,,,,,,,,,3.328090269369043e-06,-3.651005690492359e-05,5e-08,5e-08,0.0024343357733333337,71.03879606524362,71.03879606524362,-7.945391266046839e-05,-3.887140379477893e-05,5e-08,5e-08
361,0,0,2.041701847372533,4.723134753394987,gaussian,0.6185114433272828,0.2970321488889326,,,,,,,,,,,,,,-7.319891652638332e-06,-2.4478817642238914e-05,5e-08,5e-08,0.0024343357733333337,63.67959868841453,63.67959868841453,-5.8534853045924574e-05,6.1441416204336054e-06,5e-08,5e-08
362,0,0,1.732519991884307,2.809400956913691,gaussian,0.8551731682168796,0.2794233404381797,,,,,,,,,,,,,,-1.34962792247331e-06,1.1868180335081746e-05,5e-08,5e-08,0.0024343357733333337,56.32040131158544,56.32040131158544,-3.4590550001647205e-05,-1.8918459452533827e-05,5e-08,5e-08
363,0,0,3.112993405265309,3.592685270100398,gaussian,0.7529624318863993,0.254418208325577,,,,,,,,,,,,,,9.550865631908128e-07,5.419969376738631e-05,5e-08,5e-08,0.0024343357733333337,48.96120393475633,48.96120393475633,8.323705327400276e-06,-3.486284264294037e-05,5e-08,5e-08
364,0,0,4.995147583326187,5.238193465938863,gaussian,0.7958589477511356,0.2516209536858266,,,,,,,,,,,,,,4.311089013649796e-06,0.0001401169422904073,5e-08,5e-08,0.0024343357733333337,41.60200655792727,41.60200655792727,8.108103058657619e-05,-9.702766058914026e-05,5e-08,5e-08
365,0,0,3.280098646197989,3.730295289525663,gaussian,0.8384949495503539,0.2655191360623254,,,,,,,,,,,,,,-7.624765290365166e-06,1.2782667355565788e-05,5e-08,5e-08,0.0024343357733333337,34.24280918109815,34.24280918109815,5.272636744799888e-06,-6.590779320422219e-06,5e-08,5e-08
366,0,0,4.218647850461433,0.6670477651861277,gaussian,0.7613955197442552,0.3111253891910411,,,,,,,,,,,,,,-4.7752706978644155e-06,-8.265232901109583e-05,5e-08,5e-08,0.0025734775266666667,85.79064691212281,85.79064691212281,-9.926736284467471e-05,-0.0001402506620815832,5e-08,5e-08
367,0,0,3.538743046311328,1.827484463361543,gaussian,0.6753163412115403,0.3039561291887625,,,,,,,,,,,,,,3.099970812642128e-06,-3.685554445155145e-05,5e-08,5e-08,0.0025734775266666667,78.42189065151629,78.42189065151629,-5.558945580016107e-05,-1.3881309536383204e-05,5e-08,5e-08
368,0,0,3.455675682727729,5.153769654720549,gaussian,0.9173621875476876,0.3624070371383578,,,,,,,,,,,,,,4.471681677614604e-08,-0.00012118435286940133,5e-08,5e-08,0.0025734775266666667,71.05313439090978,71.05313439090978,-0.00012576225795333645,9.195340465814225e-05,5e-08,5e-08
369,0,0,0.5969279407541783,1.416035810076615,gaussian,0.8025650496215885,0.2814706047626777,,,,,,,,,,,,,,3.066458246731159e-06,-2.3226221324673538e-05,5e-08,5e-08,0.0025734775266666667,63.68437813030326,63.68437813030326,1.2695888261377246e-05,0.0001527798489523506,5e-08,5e-08
370,0,0,4.355739682993547,1.546074685638178,gaussian,0.7218499360757368,0.277628714200038,,,,,,,,,,,,,,-1.951310583691983e-06,-3.218685826729521e-06,5e-08,5e-08,0.0025734775266666667,56.31562186969677,56.31562186969677,-7.805331343824046e-07,6.326475015064596e-05,5e-08,5e-08
371,0,0,0.3000693169801176,0.203860546632419,gaussian,0.8471206067346744,0.2820919062931679,,,,,,,,,,,,,,-3.340446281371789e-06,8.869705688139035e-05,5e-08,5e-08,0.0025734775266666667,48.946865609090224,48.946865609090224,3.3299274789977354e-05,-5.599776196804588e-05,5e-08,5e-08
372,0,0,3.998788521217959,4.141888666466229,gaussian,0.7582726056197685,0.2950750949061619,,,,,,,,,,,,,,-4.583636817716747e-06,8.418699730720112e-05,5e-08,5e-08,0.0025734775266666667,41.57810934848371,41.57810934848371,1.1110424098669913e-05,-8.379522746318858e-05,5e-08,5e-08
373,0,0,1.721494732543914,2.254640075141222,gaussian,0.8857753638451222,0.2881986776403099,,,,,,,,,,,,,,1.7008738267954239e-06,-7.02053627046898e-06,5e-08,5e-08,0.0025734775266666667,34.20935308787719,34.20935308787719,-2.3697580180881575e-05,-1.208886947483946e-06,5e-08,5e-08
374,0,0,5.142081848622706,3.074115588424247,gaussian,0.8331007908365635,0.3206920476726191,,,,,,,,,,,,,,-9.726016523311523e-07,-3.358868415780094e-05,5e-08,5e-08,0.002362368379259259,86.22968628752176,86.22968628752176,-4.5834226693132224e-05,-8.273435101399888e-05,5e-08,5e-08
375,0,0,1.43888942272775,2.647812133693191,gaussian,0.7802350613016463,0.3111172721163229,,,,,,,,,,,,,,-1.0397664713431161e-06,-0.00011041338831300475,5e-08,5e-08,0.002362368379259259,79.67226471564132,79.67226471564132,-0.00010727905032224434,9.528037032866691e-05,5e-08,5e-08
376,0,0,2.73427007558355,3.153469486354533,gaussian,0.7971477837034938,0.2951748999731121,,,,,,,,,,,,,,-4.6680604364293795e-07,-0.00013391847696414148,5e-08,5e-08,0.002362368379259259,73.11484314376088,73.11484314376088,-0.00012240028619779687,0.00013446974807098988,5e-08,5e-08
377,0,0,3.240651279699446,4.812812687253189,gaussian,0.681475805775246,0.2660668959840334,,,,,,,,,,,,,,-9.041683515972175e-06,-5.467465121370664e-05,5e-08,5e-08,0.002362368379259259,66.55742157188047,66.55742157188047,-0.00010683018513749251,-2.9508628184536902e-05,5e-08,5e-08
378,0,0,5.980175887983828,0.7290087206086688,gaussian,0.7083835406056793,0.2934124669374865,,,,,,,,,,,,,,3.532376738180421e-06,1.2415225167720768e-05,5e-08,5e-08,0.002362368379259259,60.00000000000006,60.00000000000006,-3.227339202234001e-05,-1.2685854349142428e-05,5e-08,5e-08
379,0,0,2.529148948641275,2.205130925736459,gaussian,0.8557884227417369,0.2562137105493205,,,,,,,,,,,,,,9.155476205779534e-06,9.147876999382954e-05,5e-08,5e-08,0.002362368379259259,53.44257842811962,53.44257842811962,8.277572364073175e-05,9.900599929507124e-06,5e-08,5e-08
380,0,0,3.105227502787128,6.849725896819895,gaussian,0.8436554724550931,0.2848436384872631,,,,,,,,,,,,,,-4.774536276573999e-06,4.855532229737139e-05,5e-08,5e-08,0.002362368379259259,46.88515685623915,46.88515685623915,-2.932359239924557e-05,-6.982394361226791e-05,5e-08,5e-08
381,0,0,0.683538632816635,3.946118874890046,gaussian,0.8806406168867746,0.3614353093571528,,,,,,,,,,,,,,-3.643322305793939e-06,6.515807322885643e-05,5e-08,5e-08,0.002362368379259259,40.327735284358766,40.327735284358766,6.956704573315436e-05,-1.1122386020032287e-05,5e-08,5e-08
382,0,0,2.273823090665098,4.911187277052699,gaussian,0.6280112887756453,0.3560803872573801,,,,,,,,,,,,,,5.243247978925913e-07,4.2566334879237234e-05,5e-08,5e-08,0.002362368379259259,33.7703137124783,33.7703137124783,-3.084880621708306e-05,-6.474575342461805e-05,5e-08,5e-08
383,0,0,1.596871553214108,1.869185933728195,gaussian,0.6924115343642369,0.2798477359973435,,,,,,,,,,,,,,-2.9347788084673467e-06,2.0463354178575835e-05,5e-08,5e-08,0.00245434197037037,86.25580269716198,86.25580269716198,2.3234160113715165e-05,-2.470728631916146e-05,5e-08,5e-08
384,0,0,5.080603431090599,6.078829896548559,gaussian,0.6526602424982154,0.3294263895630846,,,,,,,,,,,,,,-9.50902425588533e-07,-5.9832684560704745e-05,5e-08,5e-08,0.00245434197037037,79.69185202287147,79.69185202287147,-6.58748156787534e-05,-3.142688330057818e-05,5e-08,5e-08
385,0,0,2.890482948599608,2.948149987034754,gaussian,0.8336759238150793,0.2416257438851099,,,,,,,,,,,,,,-1.786022545053608e-09,-0.00010765193877703521,5e-08,5e-08,0.00245434197037037,73.12790134858102,73.12790134858102,-0.000142826273685394,-5.9461767879127334e-05,5e-08,5e-08
386,0,0,4.068487690320229,1.705476630231532,gaussian,0.7778153048080313,0.3216330733445664,,,,,,,,,,,,,,-7.77637858454102e-06,-5.548423019646868e-05,5e-08,5e-08,0.00245434197037037,66.56395067429048,66.56395067429048,-0.00013371756098970385,-0.00010010177797358805,5e-08,5e-08
387,0,0,1.969846103542271,3.247845937689403,gaussian,0.7006345733127889,0.2644101368582981,,,,,,,,,,,,,,2.513333555224357e-06,-4.5863266205947264e-05,5e-08,5e-08,0.00245434197037037,59.99999999999994,59.99999999999994,-0.00012610598090324814,-5.991924561312628e-05,5e-08,5e-08
388,0,0,2.806290574275708,1.687807825295499,gaussian,0.7768873596104555,0.2921722398351899,,,,,,,,,,,,,,1.779852612674745e-06,6.996096693089061e-05,5e-08,5e-08,0.00245434197037037,53.43604932570952,53.43604932570952,7.401975995298534e-05,2.7895298758694517e-05,5e-08,5e-08
389,0,0,5.261888518634435,1.101196039342785,gaussian,0.7310468442937641,0.3213621650202967,,,,,,,,,,,,,,1.4102750289826858e-06,0.0001409645342754107,5e-08,5e-08,0.00245434197037037,46.87209865141901,46.87209865141901,0.00012985076157350105,-4.931442505315058e-05,5e-08,5e-08
390,0,0,2.436148727824235,2.202958649769137,gaussian,0.7613435187102022,0.282616921706688,,,,,,,,,,,,,,-6.004704480987819e-06,9.553952156457954e-05,5e-08,5e-08,0.00245434197037037,40.30814797712847,40.30814797712847,0.00012936588843475105,-1.4457710641779459e-05,5e-08,5e-08
391,0,0,6.127450608340523,5.548465377856553,gaussian,0.7971998046205672,0.3016646023782082,,,,,,,,,,,,,,-2.3150829883585019e-07,9.015539155936545e-05,5e-08,5e-08,0.00245434197037037,33.744197302838,33.744197302838,3.2298088547244415e-05,-9.028774834647707e-05,5e-08,5e-08
392,0,0,0.03101639654147549,4.151482953215298,gaussian,0.8014506195399997,0.2802632557579287,,,,,,,,,,,,,,7.392387533160751e-06,-4.243008087305215e-05,5e-08,5e-08,0.002535881662222222,86.27897195715724,86.27897195715724,-3.9011915136067114e-05,-7.000334921780981e-06,5e-08,5e-08
393,0,0,0.6877459970898862,0.4378366543770673,gaussian,0.7230231727759084,0.3232988468509756,,,,,,,,,,,,,,-1.0765513671537721e-06,-9.911328230436985e-05,5e-08,5e-08,0.002535881662222222,79.70922896786797,79.70922896786797,-8.462632175029015e-05,0.00011399584095884616,5e-08,5e-08
394,0,0,3.800131698224849,0.9784833653974115,gaussian,0.8084059309070969,0.2861873964500504,,,,,,,,,,,,,,-4.098832377006265e-06,-8.04303840114971e-05,5e-08,5e-08,0.002535881662222222,73.13948597857862,73.13948597857862,-0.00012847964999046488,-9.091681805352471e-05,5e-08,5e-08
395,0,0,3.582893920387125,0.6849929444989661,gaussian,0.6989557051995652,0.297184661978381,,,,,,,,,,,,,,-4.593933238733914e-06,-2.0855790155727214e-05,5e-08,5e-08,0.002535881662222222,66.56974298928932,66.56974298928932,-1.299510893122075e-05,9.351474537313217e-05,5e-08,5e-08
396,0,0,5.384238087666262,3.195383426685678,gaussian,0.8096128409488519,0.3271595101092385,,,,,,,,,,,,,,5.763883337483986e-06,4.3120955312722124e-05,5e-08,5e-08,0.002535881662222222,60.0,60.0,-2.5891357909155868e-05,-6.552908889806968e-05,5e-08,5e-08
397,0,0,1.525194550407674,5.330693507916171,gaussian,0.8150372107469821,0.3068327059925897,,,,,,,,,,,,,,5.245469925744576e-06,0.00012849253261072602,5e-08,5e-08,0.002535881662222222,53.430257010710704,53.430257010710704,2.5329985600322806e-05,-0.00013442322129311865,5e-08,5e-08
398,0,0,2.870459953129641,4.634200693854397,gaussian,0.7416531628526535,0.2474501798463998,,,,,,,,,,,,,,5.457589884131148e-07,6.345925119166479e-05,5e-08,5e-08,0.002535881662222222,46.86051402142138,46.86051402142138,7.392281056517532e-05,9.94506058216228e-06,5e-08,5e-08
399,0,0,4.309068684011223,2.474448933732484,gaussian,0.7524501745082038,0.2596840852383438,,,,,,,,,,,,,,2.630485983083638e-06,0.00013007243393551576,5e-08,5e-08,0.002535881662222222,40.290771032132085,40.290771032132085,5.38772057194923e-07,-0.00016299991497246513,5e-08,5e-08
400,0,0,2.896166454226091,3.649989534618551,gaussian,0.8429020887417509,0.3371085977609353,,,,,,,,,,,,,,7.738459038921759e-06,1.2420779045462161e-05,5e-08,5e-08,0.002535881662222222,33.72102804284276,33.72102804284276,1.4932149354084425e-06,-1.6747331646932167e-05,5e-08,5e-08
401,0,0,3.186448616684052,2.717149352506344,gaussian,0.735372790128841,0.2493812588280765,,,,,,,,,,,,,,-4.311713062716064e-06,-7.076787690051532e-06,5e-08,5e-08,0.0011432763066666666,20.90470066135761,20.90470066135761,6.4084616970960925e-06,7.899388804524134e-06,5e-08,5e-08
402,0,0,4.456627691585213,4.497293554911889,gaussian,0.6677025910325471,0.3058768108602501,,,,,,,,,,,,,,1.723311328169336e-06,2.528498152456565e-06,5e-08,5e-08,0.0011432763066666666,6.968233553785865,6.968233553785865,-3.270511041298082e-05,-6.7075798792809425e-06,5e-08,5e-08
403,0,0,3.025670598658661,3.813209139195192,gaussian,0.8161378662606477,0.3216834104961009,,,,,,,,,,,,,,3.7937860966527045e-06,-3.1790859032052704e-06,5e-08,5e-08,0.0011432763066666666,-6.968233553785836,-6.968233553785836,5.004756047128127e-07,3.013512141182805e-06,5e-08,5e-08
404,0,0,2.425793476836102,1.525294240283665,gaussian,0.8486774726670647,0.2953146161976369,,,,,,,,,,,,,,9.842595204965886e-08,-7.504257351224432e-08,5e-08,5e-08,0.0011432763066666666,-20.904700661357595,-20.904700661357595,2.9503731857922943e-05,-1.3583025480315508e-05,5e-08,5e-08
405,0,0,2.497416568493464,5.434010152077924,gaussian,0.7101012585950088,0.3200108721551973,,,,,,,,,,,,,,-9.60380736400045e-06,-2.2796909752259803e-05,5e-08,5e-08,0.0016374245533333333,21.252272962868602,21.252272962868602,-1.170093208041455e-05,1.8534903508556155e-05,5e-08,5e-08
406,0,0,3.169913645065906,5.08613926130277,gaussian,0.8055902819771147,0.2613305366437222,,,,,,,,,,,,,,7.360071226094216e-06,6.077220943435645e-06,5e-08,5e-08,0.0016374245533333333,7.084090987622858,7.084090987622858,-1.2122427365015752e-05,-6.783639190490105e-06,5e-08,5e-08
407,0,0,5.727925518514627,3.928231451265391,gaussian,0.7618552291951385,0.2556718586582163,,,,,,,,,,,,,,-6.014172911549763e-07,2.1263000091970036e-06,5e-08,5e-08,0.0016374245533333333,-7.0840909876228295,-7.0840909876228295,1.8841897139545258e-05,-3.2537788180346603e-06,5e-08,5e-08
408,0,0,3.270827324273557,6.455745751756583,gaussian,0.6137532758686483,0.3308552294921209,,,,,,,,,,,,,,1.7409332994596508e-06,1.1838782265190066e-05,5e-08,5e-08,0.0016374245533333333,-21.252272962868574,-21.252272962868574,2.416612884437217e-05,-2.384551502504848e-05,5e-08,5e-08
409,0,0,3.47755969449858,3.132393171154317,gaussian,0.7431704479585,0.3012608195094652,,,,,,,,,,,,,,-5.103302949942049e-06,-3.530396918765095e-05,5e-08,5e-08,0.0021275755199999997,21.475393641086995,21.475393641086995,-9.515479825346261e-06,3.494946088274616e-05,5e-08,5e-08
410,0,0,1.875563598113503,4.478019131888551,gaussian,0.7803499839327268,0.285914541925928,,,,,,,,,,,,,,-1.27872512025533e-06,-7.636025121157446e-06,5e-08,5e-08,0.0021275755199999997,7.1584645470289985,7.1584645470289985,2.6030249959232013e-05,1.5105171918905432e-05,5e-08,5e-08
411,0,0,5.956923007030065,2.189099132399568,gaussian,0.744572751557049,0.2710440559427248,,,,,,,,,,,,,,2.04803910917308e-06,1.8255145760395303e-06,5e-08,5e-08,0.0021275755199999997,-7.15846454702897,-7.15846454702897,4.604055613863992e-05,-3.0266395206880357e-06,5e-08,5e-08
412,0,0,2.520965038897344,4.874455686309278,gaussian,0.6822740757411881,0.3007308508755185,,,,,,,,,,,,,,-5.173319287633101e-06,2.4028673537589808e-05,5e-08,5e-08,0.0021275755199999997,-21.47539364108694,-21.47539364108694,2.8009414801836607e-06,-2.6557490356095562e-05,5e-08,5e-08
413,0,0,1.473602165494654,1.463912075606574,gaussian,0.8220944926523855,0.295824482320435,,,,,,,,,,,,,,7.423634349448711e-06,-3.7700543802922074e-05,5e-08,5e-08,0.001983757104,23.07283605550451,23.07283605550451,3.100319763125812e-05,5.583381335480024e-05,5e-08,5e-08
414,0,0,4.773608428281229,3.794449951697728,gaussian,0.8551056421818408,0.2973688055526522,,,,,,,,,,,,,,-1.155834232394807e-06,-3.5175406300443364e-05,5e-08,5e-08,0.001983757104,11.53641802775229,11.53641802775229,-1.092791142306217e-05,3.8771963395307755e-05,5e-08,5e-08
415,0,0,5.830229736528274,3.305869881415155,gaussian,0.8316885914923032,0.2783359673767201,,,,,,,,,,,,,,-4.7019748894517895e-06,-5.881960061121009e-06,5e-08,5e-08,0.001983757104,-4.263256414560601e-14,-4.263256414560601e-14,-8.222429158490805e-06,1.2591111754927876e-05,5e-08,5e-08
416,0,0,3.295919473469738,3.075848362532003,gaussian,0.7491154812048456,0.2891615983703897,,,,,,,,,,,,,,5.468022264565064e-06,3.5229861445997256e-05,5e-08,5e-08,0.001983757104,-11.536418027752262,-11.536418027752262,-2.028437737328118e-05,-2.6684865864394826e-05,5e-08,5e-08
417,0,0,6.009362948208001,4.400455858793993,gaussian,0.7457185220896776,0.2863480719812419,,,,,,,,,,,,,,7.038259697671506e-08,1.4042748767587687e-05,5e-08,5e-08,0.001983757104,-23.072836055504595,-23.072836055504595,-3.258337289231945e-05,-3.1283903479369584e-07,5e-08,5e-08
418,0,0,4.327294520391907,2.973439427985406,gaussian,0.8545948726467506,0.2946165315068314,,,,,,,,,,,,,,-1.6680669542246528e-06,2.458198607178787e-06,5e-08,5e-08,0.0023533133866666667,23.194911913090024,23.194911913090024,1.926067049390176e-05,6.769814639368069e-06,5e-08,5e-08
419,0,0,3.39032760038188,4.208678071697935,gaussian,0.5500708804597721,0.2307372145110185,,,,,,,,,,,,,,3.025830305585598e-06,-9.51843731565542e-06,5e-08,5e-08,0.0023533133866666667,11.597455956545048,11.597455956545048,-3.6006319531122075e-05,9.130764842443503e-06,5e-08,5e-08
420,0,0,0.5872984441407392,5.27491187479529,gaussian,0.774827843711696,0.2576796328206162,,,,,,,,,,,,,,7.490476104993224e-06,2.059367214070861e-06,5e-08,5e-08,0.0023533133866666667,1.4210854715202004e-14,1.4210854715202004e-14,-1.23829542469224e-05,7.932441648726152e-06,5e-08,5e-08
421,0,0,5.312268839916754,4.99516564386632,gaussian,0.7166918915215381,0.2364324455833081,,,,,,,,,,,,,,-3.115867981775711e-06,5.293046807473199e-05,5e-08,5e-08,0.0023533133866666667,-11.597455956544962,-11.597455956544962,-4.928790144545178e-05,-3.711751755000968e-05,5e-08,5e-08
422,0,0,6.361955602307886,3.458486372024604,gaussian,0.7766340643239988,0.2794062754182685,,,,,,,,,,,,,,-2.961911689824898e-07,2.140885393679084e-05,5e-08,5e-08,0.0023533133866666667,-23.194911913089996,-23.194911913089996,1.1235257081308424e-05,-2.730949129627377e-05,5e-08,5e-08
423,0,0,3.003009814005521,2.653549608571172,gaussian,0.845332130578541,0.3045464594857718,,,,,,,,,,,,,,2.47973270490751e-06,-5.5731577616778625e-05,5e-08,5e-08,0.0021710265733333334,24.258927698039585,24.258927698039585,2.090587688552632e-05,6.802171553488208e-05,5e-08,5e-08
424,0,0,2.715176677271222,4.408069718889615,gaussian,0.9559548303152416,0.3142696017155285,,,,,,,,,,,,,,1.18046363254027e-05,-7.533746335729081e-05,5e-08,5e-08,0.0021710265733333334,14.55535661882378,14.55535661882378,-5.239191393211001e-05,6.997376776384358e-05,5e-08,5e-08
425,0,0,6.566091413902814,3.880850457242347,gaussian,0.7770854241398982,0.2749618171416092,,,,,,,,,,,,,,-5.532378752954008e-06,-1.1241736477638633e-05,5e-08,5e-08,0.0021710265733333334,4.8517855396079455,4.8517855396079455,-2.5392331180971583e-05,2.124235082834436e-05,5e-08,5e-08
426,0,0,4.432111356283973,1.749551062785351,gaussian,0.8083184695446849,0.299390850516604,,,,,,,,,,,,,,1.031328365566551e-06,3.598108189460899e-05,5e-08,5e-08,0.0021710265733333334,-4.851785539607874,-4.851785539607874,-2.841654348806121e-05,-2.1469010016661068e-05,5e-08,5e-08
427,0,0,6.864214069845657,1.568177185050412,gaussian,0.7184972721438394,0.2943590490400325,,,,,,,,,,,,,,2.904742380950346e-06,7.945345622944094e-05,5e-08,5e-08,0.0021710265733333334,-14.555356618823737,-14.555356618823737,-1.4390962199858253e-05,-7.284425044003526e-05,5e-08,5e-08
