MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8,Unnamed: 9,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
1,0,0,3.397,3.397,gaussian,0.5,0.5,,,"Fixed Sym Gaussian 4.3""",1.82635,1.82635,-,-,,,0.0,-5.125300787013466e-06,0.00010625273597932811,0.00010625273597932811,0.0011432763066666666,80.9047006613576,80.9047006613576,2.5334130663154926e-06,-2.717560320474565e-06,0.00010625273597932811,0.00010625273597932811
2,0,0,3.397,3.397,gaussian,0.5,0.5,,,"Fixed Sym Gaussian 8""",3.39833,3.39833,-,-,,From NewAthena Reference telescope design,0.0,-6.068098134833736e-06,0.00019770682523099632,0.00019770682523099632,0.0011432763066666666,66.96823355378586,66.96823355378586,4.358060569494821e-06,-4.5086430810048e-06,0.00019770682523099632,0.00019770682523099632
3,0,0,3.397,3.397,gaussian,0.5,0.5,,,"Fixed Asym Gaussian 4.3"" (ratio 4:1)",2.96374090124762,0.740935225311906,-,-,,,0.0,9.567830339196282e-06,0.0001724234563426503,4.310586408566263e-05,0.0011432763066666666,53.03176644621414,53.03176644621414,-8.461403782326269e-06,4.485832488616387e-06,0.0001724234563426503,4.310586408566263e-05
4,0,0,3.397,3.397,gaussian,0.5,0.5,,,"Fixed Asym Gaussian 8"" (ratio 7:1)",5.7972050891626,0.828172155594657,-,-,,,0.0,5.9977560598538765e-06,0.00033726772073086267,4.81811029615518e-05,0.0011432763066666666,39.09529933864241,39.09529933864241,-5.9509160174748586e-06,4.677562017906673e-06,0.00033726772073086267,4.81811029615518e-05
5,0,0,3.397,3.397,gaussian,0.5,0.5,,,"Fixed Pseudo-Voigt 4.3""",2.22057,0.679177,0.77,0.29,,,0.0,-5.5875475602120894e-06,0.00012918752590336828,3.9512916179391756e-05,0.0016374245533333333,81.25227296286859,81.25227296286859,3.52068443532061e-06,-4.005964881051639e-06,0.00012918752590336828,3.9512916179391756e-05
6,0,0,3.397,3.397,gaussian,0.5,0.5,,,"Fixed Pseudo-Voigt  8""",4.1303,1.2633,0.77,0.29,,,0.0,-1.181744925973177e-05,0.00024029111365040596,7.349581480148122e-05,0.0016374245533333333,67.08409098762286,67.08409098762286,1.0178663369295259e-05,-8.982211348616022e-06,0.00024029111365040596,7.349581480148122e-05
7,0,0,3.397,3.397,gaussian,0.5,0.5,,,"10% Variable Sym Gaussian 4.3""","gaussian (1.82635,10%*1.82635)","gaussian (1.82635,10%*1.82635)",-,-,,,0.0,1.7991510277416713e-05,,,0.0016374245533333333,52.91590901237714,52.91590901237714,-1.4019878810022628e-05,8.438812810759721e-06,,
8,0,0,3.397,3.397,gaussian,0.5,0.5,,,"30% Variable Sym Gaussian 4.3""","gaussian (1.82635,30%*1.82635)","gaussian (1.82635,30%*1.82635)",-,-,,,0.0,7.320013989602176e-06,,,0.0016374245533333333,38.74772703713143,38.74772703713143,-5.847699696981804e-06,5.469994938810979e-06,,
9,0,0,3.397,3.397,gaussian,0.5,0.5,,,"50% Variable Sym Gaussian 4.3""","gaussian (1.82635,50%*1.82635)","gaussian (1.82635,50%*1.82635)",-,-,,,0.0,-1.1831432130162353e-05,,,0.0021275755199999997,81.47539364108697,81.47539364108697,1.1618092076596711e-05,-5.2422013408964105e-06,,
10,0,0,3.397,3.397,gaussian,0.5,0.5,,,"10% Variable Sym Gaussian 8""","gaussian (3.39833,10%*3.39833)","gaussian (3.39833,10%*3.39833)",-,-,,,0.0,-4.477271160573757e-06,,,0.0021275755199999997,67.158464547029,67.158464547029,6.8538635104448834e-06,-6.801529979548096e-06,,
11,0,0,3.397,3.397,gaussian,0.5,0.5,,,"30% Variable Sym Gaussian 8""","gaussian (3.39833,30%*3.39833)","gaussian (3.39833,30%*3.39833)",-,-,,,0.0,1.1407148499141758e-05,,,0.0021275755199999997,52.841535452971016,52.841535452971016,-6.162482053300141e-06,2.1810184647368374e-06,,
12,0,0,3.397,3.397,gaussian,0.5,0.5,,,"50% Variable Sym Gaussian 8""","gaussian (3.39833,50%*3.39833)","gaussian (3.39833,50%*3.39833)",-,-,,,0.0,1.370511099303597e-05,,,0.0021275755199999997,38.524606358913026,38.524606358913026,-8.777006416340486e-06,8.22103355103407e-06,,
13,0,0,3.397,3.397,gaussian,0.5,0.5,,,"10% Variable Asym Gaussian 4.3"" (ratio 4:1)","gaussian (2.96374,10%*2.96374)","gaussian (0.74093,10%*0.74093)",-,-,,,0.0,-2.5202871263831064e-05,,,0.001983757104,83.07283605550454,83.07283605550454,2.6051411876096978e-05,-7.151512032194318e-06,,
14,0,0,3.397,3.397,gaussian,0.5,0.5,,,"30% Variable Asym Gaussian 4.3"" (ratio 4:1)","gaussian (2.96374,30%*2.96374)","gaussian (0.74093,30%*0.74093)",-,-,,,0.0,-1.4464755392690701e-05,,,0.001983757104,71.53641802775226,71.53641802775226,1.7677247817981214e-05,-9.985091856316329e-06,,
15,0,0,3.397,3.397,gaussian,0.5,0.5,,,"50% Variable Asym Gaussian 4.3"" (ratio 4:1)","gaussian (2.96374,50%*2.96374)","gaussian (0.74093,50%*0.74093)",-,-,,,0.0,4.033033637018205e-06,,,0.001983757104,60.0,60.0,1.6446232719619102e-06,-4.111647026143114e-06,,
16,0,0,3.397,3.397,gaussian,0.5,0.5,,,"10% Variable Asym Gaussian 8"" (ratio 7:1)","gaussian (5.79720,10%*5.79720)","gaussian (0.82817,10%*0.82817)",-,-,,,0.0,1.7232123554281386e-05,,,0.001983757104,48.46358197224773,48.46358197224773,-9.78399968633131e-06,5.527532202321373e-06,,
17,0,0,3.397,3.397,gaussian,0.5,0.5,,,"30% Variable Asym Gaussian 8"" (ratio 7:1)","gaussian (5.79720,30%*5.79720)","gaussian (0.82817,30%*0.82817)",-,-,,,0.0,2.8282784015750136e-05,,,0.001983757104,36.92716394449546,36.92716394449546,-1.6427535566791094e-05,1.9385720423094452e-05,,
18,0,0,3.397,3.397,gaussian,0.5,0.5,,,"50% Variable Asym Gaussian 8"" (ratio 7:1)","gaussian (5.79720,50%*5.79720)","gaussian (0.82817,50%*0.82817)",-,-,,,0.0,-2.7772317914408297e-05,,,0.0023533133866666667,83.19491191309002,83.19491191309002,2.8871685333260924e-05,-7.583065802504253e-06,,
19,0,0,3.397,3.397,gaussian,0.5,0.5,,,"10% Variable Pseudo-Voigt 4.3"" (alpha 10%)","gaussian (2.22057,10%*2.22057)","gaussian (0.679177,10%*0.679177)","gaussian(0.77,10%*0.77)","gaussian(0.29,10%*0.29)",,,0.0,-2.4410388089248524e-05,,,0.0023533133866666667,71.597455956545,71.597455956545,2.91768239279078e-05,-1.4731069443748776e-05,,
20,0,0,3.397,3.397,gaussian,0.5,0.5,,,"30% Variable Pseudo-Voigt 4.3"" (alpha 10%)","gaussian (2.22057,30%*2.22057)","gaussian (0.679177,30%*0.679177)","gaussian(0.77,10%*0.77)","gaussian(0.29,10%*0.29)",,,0.0,2.7279961888212447e-06,,,0.0023533133866666667,60.0,60.0,6.552395786268266e-06,-6.53518761289377e-06,,
21,0,0,3.397,3.397,gaussian,0.5,0.5,,,"50% Variable Pseudo-Voigt 4.3"" (alpha 10%)","gaussian (2.22057,50%*2.22057)","gaussian (0.679177,50%*0.679177)","gaussian(0.77,10%*0.77)","gaussian(0.29,10%*0.29)",,,0.0,2.899394060735954e-05,,,0.0023533133866666667,48.40254404345498,48.40254404345498,-1.497963669858981e-05,1.3251612691308718e-05,,
22,0,0,3.397,3.397,gaussian,0.5,0.5,,,"10% Variable Pseudo-Voigt 8"" (alpha 10%)","gaussian (4.1303,10%*4.1303)","gaussian (1.2633,10%*1.2633)","gaussian(0.77,10%*0.77)","gaussian(0.29,10%*0.29)",,,0.0,3.0513570729396815e-05,,,0.0023533133866666667,36.805088086909976,36.805088086909976,-1.6132315391691293e-05,2.214136982691e-05,,
23,0,0,3.397,3.397,gaussian,0.5,0.5,,,"30% Variable Pseudo-Voigt 8"" (alpha 10%)","gaussian (4.1303,30%*4.1303)","gaussian (1.2633,30%*1.2633)","gaussian(0.77,10%*0.77)","gaussian(0.29,10%*0.29)",,,0.0,-3.504417449404149e-05,,,0.0021710265733333334,84.25892769803957,84.25892769803957,3.2971512364668704e-05,-6.9951771281644375e-06,,
24,0,0,3.397,3.397,gaussian,0.5,0.5,,,"50% Variable Pseudo-Voigt 8"" (alpha 10%)","gaussian (4.1303,50%*4.1303)","gaussian (1.2633,50%*1.2633)","gaussian(0.77,10%*0.77)","gaussian(0.29,10%*0.29)",,,0.0,-6.154129952988149e-05,,,0.0021710265733333334,74.55535661882374,74.55535661882374,6.50663552437293e-05,-2.3387264116253202e-05,,
25,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.538215666206048e-06,,,0.0021710265733333334,64.8517855396079,64.8517855396079,1.4287064390208937e-05,-1.0577541458493937e-05,,
26,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.6771877116706834e-06,,,0.0021710265733333334,55.148214460392076,55.148214460392076,6.58214457290445e-06,-4.767117690742892e-06,,
27,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.701651730255372e-05,,,0.0021710265733333334,45.44464338117625,45.44464338117625,-4.0204900137652834e-05,4.2373186295072456e-05,,
28,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.786278358857122e-05,,,0.0021710265733333334,35.74107230196042,35.74107230196042,-2.1059944246282112e-05,3.172430488339016e-05,,
29,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.4791913523109845e-05,,,0.0020396265066666666,85.03146653651956,85.03146653651956,4.128048535584903e-05,-6.467344453372647e-06,,
30,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.76030668515767e-05,,,0.0020396265066666666,76.68764435767972,76.68764435767972,8.048752215684615e-05,-2.3318710601603218e-05,,
31,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.236384098182485e-05,,,0.0020396265066666666,68.34382217883986,68.34382217883986,4.2870154570099085e-05,-2.02395715420769e-05,,
32,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.1150119683551745e-07,,,0.0020396265066666666,60.00000000000001,60.00000000000001,1.5492233809016842e-05,-9.316765717953045e-06,,
33,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.444816638461236e-05,,,0.0020396265066666666,51.65617782116015,51.65617782116015,-1.3007394098004431e-05,1.325688391322883e-05,,
34,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.302602201480693e-05,,,0.0020396265066666666,43.3123556423203,43.3123556423203,-4.915349437787029e-05,5.742450750937628e-05,,
35,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.985719872083141e-05,,,0.0020396265066666666,34.96853346348045,34.96853346348045,-2.729310466479099e-05,4.3757053065322164e-05,,
36,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.853726713189611e-05,,,0.0022554929066666667,85.09589760214199,85.09589760214199,3.402449192567186e-05,-4.14029942006671e-06,,
37,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.62650509903115e-05,,,0.0022554929066666667,76.73059840142798,76.73059840142798,8.964467725700197e-05,-2.409772387165429e-05,,
38,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.2633205974867015e-05,,,0.0022554929066666667,68.36529920071399,68.36529920071399,5.4865168829455574e-05,-2.3686322471084547e-05,,
39,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.888908126076484e-07,,,0.0022554929066666667,60.0,60.0,1.9389998461861333e-05,-9.990071177120947e-06,,
40,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.350909456360782e-05,,,0.0022554929066666667,51.634700799286,51.634700799286,-1.7386552829822812e-05,1.8679482642753947e-05,,
41,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.167733721456433e-05,,,0.0022554929066666667,43.26940159857202,43.26940159857202,-5.3378350276001776e-05,6.436832163706573e-05,,
42,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.386622960655866e-05,,,0.0022554929066666667,34.90410239785801,34.90410239785801,-2.3267145996027675e-05,4.02325817238794e-05,,
43,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.990643644404437e-05,,,0.0024684620533333332,85.14921397944846,85.14921397944846,3.6142695163585286e-05,-2.7968835861644856e-06,,
44,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.146205840131403e-05,,,0.0024684620533333332,76.76614265296564,76.76614265296564,9.591290217794772e-05,-2.4070338610892365e-05,,
45,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-5.017609917782368e-05,,,0.0024684620533333332,68.38307132648282,68.38307132648282,6.438553329624674e-05,-2.5947845961699113e-05,,
46,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.5758697256190009e-06,,,0.0024684620533333332,60.00000000000001,60.00000000000001,2.2739043796410014e-05,-1.0245641617335225e-05,,
47,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.08576070033644e-05,,,0.0024684620533333332,51.61692867351719,51.61692867351719,-2.0371216641321126e-05,2.3031586023631016e-05,,
48,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.73015736436543e-05,,,0.0024684620533333332,43.233857347034366,43.233857347034366,-5.522847556769289e-05,6.870575589209908e-05,,
49,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.560179065686214e-05,,,0.0024684620533333332,34.85078602055153,34.85078602055153,-2.231835844442782e-05,4.184539917160087e-05,,
50,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.714121685253031e-05,,,0.0022760520066666665,85.7184757630719,85.7184757630719,3.5503846914097875e-05,-5.571957609756797e-07,,
51,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.048585389810194e-05,,,0.0022760520066666665,78.37033983076564,78.37033983076564,9.616906748499584e-05,-1.9188491715748583e-05,,
52,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.066125439150556e-05,,,0.0022760520066666665,71.02220389845938,71.02220389845938,9.589144887369678e-05,-3.172476262433722e-05,,
53,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.156960639233669e-06,,,0.0022760520066666665,63.674067966153125,63.674067966153125,1.805686410590201e-05,-5.341866271820332e-06,,
54,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.093598883987077e-05,,,0.0022760520066666665,56.32593203384686,56.32593203384686,3.4284446120674066e-05,-1.5938057342654204e-05,,
55,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.489465926136217e-05,,,0.0022760520066666665,48.977796101540605,48.977796101540605,-4.241037978562703e-05,4.676512151031978e-05,,
56,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.789452169558064e-05,,,0.0022760520066666665,41.62966016923435,41.62966016923435,-5.238481251489009e-05,7.110983396342432e-05,,
57,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.463703660763285e-05,,,0.0022760520066666665,34.28152423692809,34.28152423692809,-1.9061613550995443e-05,4.00151334722359e-05,,
58,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.931523523013628e-05,,,0.0024343357733333337,85.75719081890182,85.75719081890182,4.062154899856249e-05,1.5403711795418303e-06,,
59,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.079204835865013e-05,,,0.0024343357733333337,78.39799344207272,78.39799344207272,0.0001000886511504366,-1.7797709368889085e-05,,
60,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.145762442979786e-05,,,0.0024343357733333337,71.03879606524364,71.03879606524364,9.978814445008762e-05,-3.0823061765922204e-05,,
61,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.978234359640207e-06,,,0.0024343357733333337,63.67959868841454,63.67959868841454,1.995908567640185e-05,-3.568019876906016e-06,,
62,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.3709294470619786e-05,,,0.0024343357733333337,56.32040131158546,56.32040131158546,4.007897070890886e-05,-1.732793443606805e-05,,
63,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.73284836957595e-05,,,0.0024343357733333337,48.96120393475636,48.96120393475636,-4.120328255415497e-05,4.7591662903913666e-05,,
64,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010004001897935568,,,0.0024343357733333337,41.602006557927275,41.602006557927275,-5.012177948753694e-05,7.14313704871098e-05,,
65,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.860716948550723e-05,,,0.0024343357733333337,34.242809181098174,34.242809181098174,-1.797928622049762e-05,4.2032583056093064e-05,,
66,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.0846495172247616e-05,,,0.0025734775266666667,85.7906469121228,85.7906469121228,3.340600270100996e-05,5.267687442136485e-06,,
67,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.423103302342879e-05,,,0.0025734775266666667,78.42189065151629,78.42189065151629,9.439876327903756e-05,-1.3231566777053253e-05,,
68,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.347636994165415e-05,,,0.0025734775266666667,71.05313439090978,71.05313439090978,9.405750967802274e-05,-2.588821360719168e-05,,
69,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.5653175811465983e-07,,,0.0025734775266666667,63.68437813030325,63.68437813030325,2.9810799796797388e-05,-6.514569302659655e-06,,
70,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.2975765073801542e-06,,,0.0025734775266666667,56.31562186969675,56.31562186969675,3.235228811815626e-05,-8.689257332677232e-06,,
71,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.97802331002738e-05,,,0.0025734775266666667,48.94686560909024,48.94686560909024,-3.336344630348085e-05,4.4353084100339466e-05,,
72,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.538238549174302e-05,,,0.0025734775266666667,41.57810934848373,41.57810934848373,-4.573636356672223e-05,6.97669621303356e-05,,
73,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.0717654689956344e-05,,,0.0025734775266666667,34.20935308787721,34.20935308787721,-1.171534689045386e-05,3.631471672957224e-05,,
74,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.8849501257864004e-05,,,0.002362368379259259,86.22968628752173,86.22968628752173,3.228851629699398e-05,9.483579962426845e-06,,
75,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.822305999570158e-05,,,0.002362368379259259,79.67226471564129,79.67226471564129,8.723976467334377e-05,-5.504315775871397e-06,,
76,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.861536494508217e-05,,,0.002362368379259259,73.11484314376087,73.11484314376087,0.00010536538206534698,-2.2143438003640588e-05,,
77,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.7531967436179834e-05,,,0.002362368379259259,66.55742157188043,66.55742157188043,7.333259387381659e-05,-2.0543992021147706e-05,,
78,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.0736414659915507e-06,,,0.002362368379259259,60.0,60.0,3.390638949924213e-05,-5.344504801424128e-06,,
79,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.9338408960784556e-05,,,0.002362368379259259,53.44257842811958,53.44257842811958,-8.43374789242568e-06,2.354076320166832e-05,,
80,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.890400273216293e-05,,,0.002362368379259259,46.88515685623915,46.88515685623915,-4.754819216455983e-05,6.431000580576945e-05,,
81,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.995894182400597e-05,,,0.002362368379259259,40.32773528435872,40.32773528435872,-4.0846753781893594e-05,7.036379383645145e-05,,
82,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.7135413758298784e-05,,,0.002362368379259259,33.77031371247829,33.77031371247829,-7.71535196974114e-06,3.4139282097868956e-05,,
83,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.1198538379499526e-05,,,0.00245434197037037,86.255802697162,86.255802697162,2.704430322395895e-05,8.324529714266685e-06,,
84,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.173149558903758e-05,,,0.00245434197037037,79.6918520228715,79.6918520228715,7.138461666267772e-05,-5.692086287279326e-06,,
85,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.452680314820525e-05,,,0.00245434197037037,73.12790134858099,73.12790134858099,0.00010257004777488438,-2.382746944773756e-05,,
86,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.561680775560077e-05,,,0.00245434197037037,66.56395067429048,66.56395067429048,9.54079553683461e-05,-3.1141169837489205e-05,,
87,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.969187183856513e-07,,,0.00245434197037037,60.00000000000001,60.00000000000001,3.249047966257828e-05,-2.6694852974401454e-06,,
88,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.172930999046875e-05,,,0.00245434197037037,53.436049325709504,53.436049325709504,-3.448371737358594e-05,5.0153398343686886e-05,,
89,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010818684686673353,,,0.00245434197037037,46.872098651419,46.872098651419,-5.59986254398014e-05,8.399888992936619e-05,,
90,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.733965644054406e-05,,,0.00245434197037037,40.3081479771285,40.3081479771285,-4.028366540841441e-05,8.204476567619147e-05,,
91,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.341919007890205e-05,,,0.00245434197037037,33.744197302838,33.744197302838,-1.1440487476477572e-05,4.9900488676518264e-05,,
92,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.5411420629572366e-05,,,0.002535881662222222,86.27897195715724,86.27897195715724,2.1611126203182406e-05,1.0703931984462389e-05,,
93,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.635161260755777e-05,,,0.002535881662222222,79.70922896786794,79.70922896786794,7.995564476369608e-05,-5.3190733168674945e-06,,
94,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.564620533896744e-05,,,0.002535881662222222,73.13948597857862,73.13948597857862,0.0001074857409121101,-2.3229858488374414e-05,,
95,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.63420169278581e-05,,,0.002535881662222222,66.56974298928932,66.56974298928932,8.804545779007226e-05,-2.6874408231090066e-05,,
96,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.3685489407370775e-06,,,0.002535881662222222,60.00000000000001,60.00000000000001,3.16886959603813e-05,-1.1638099529598216e-06,,
97,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.301855138194565e-05,,,0.002535881662222222,53.4302570107107,53.4302570107107,-2.6666910481727913e-05,4.458592782171571e-05,,
98,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010828971438067151,,,0.002535881662222222,46.86051402142139,46.86051402142139,-5.432266480074042e-05,8.011095627329989e-05,,
99,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.120108227257791e-05,,,0.002535881662222222,40.29077103213208,40.29077103213208,-4.10647919741878e-05,8.028469829311732e-05,,
100,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.67433807770531e-05,,,0.002535881662222222,33.72102804284276,33.72102804284276,-7.419451044875736e-06,4.379293730262049e-05,,
101,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.318052715294659e-06,,,0.0011432763066666666,20.90470066135758,20.90470066135758,-7.279376436742348e-07,-3.860142458445669e-06,,
102,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.791045994377889e-06,,,0.0011432763066666666,6.968233553785851,6.968233553785851,-1.5437220734024699e-06,-4.634789025203438e-06,,
103,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.117517730043194e-05,,,0.0011432763066666666,-6.968233553785865,-6.968233553785865,3.493445192458145e-07,1.0761473110833363e-05,,
104,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.631255454346792e-06,,,0.0011432763066666666,-20.904700661357595,-20.904700661357595,2.575941513953648e-06,9.92983375048273e-06,,
105,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-5.017023539672403e-06,,,0.0016374245533333333,21.252272962868574,21.252272962868574,-1.269307406123327e-06,-5.810108478519486e-06,,
106,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.346843691965721e-06,,,0.0016374245533333333,7.084090987622858,7.084090987622858,-2.5557232421080833e-06,-1.0834020466308634e-05,,
107,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.8207213907536727e-05,,,0.0016374245533333333,-7.084090987622872,-7.084090987622872,8.241681204570247e-07,1.5979887466365072e-05,,
108,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.059064889986973e-05,,,0.0016374245533333333,-21.252272962868602,-21.252272962868602,3.5522213602390954e-06,1.0681006874212959e-05,,
109,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.1335909906956512e-05,,,0.0021275755199999997,21.475393641086967,21.475393641086967,1.8992700478735223e-06,-1.3652124036637021e-05,,
110,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.523413595641432e-07,,,0.0021275755199999997,7.1584645470289985,7.1584645470289985,-2.3364876349801046e-06,-5.511249758463723e-06,,
111,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.1305336271350876e-05,,,0.0021275755199999997,-7.158464547028984,-7.158464547028984,-6.373465075507705e-07,5.654815042435934e-06,,
112,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.6914802719366927e-05,,,0.0021275755199999997,-21.475393641086953,-21.475393641086953,4.566794369206632e-06,1.4884239675188911e-05,,
113,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.511127777696025e-05,,,0.001983757104,23.07283605550451,23.07283605550451,7.935379973404135e-06,-2.7311003645909973e-05,,
114,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.3744667075058319e-05,,,0.001983757104,11.536418027752262,11.536418027752262,1.0585868585090337e-06,-2.0803156540894082e-05,,
